Id,IndicatorCode,SpatialDimension,WorldBankIncomeGroup,TimeDimension,TimeDim,DisaggregatingDimension1,Sex,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,Prevalence,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
16032009,NCD_BMI_30A,COUNTRY,ARM,YEAR,2016,SEX,BothSexes,,,,,,,20.2 [15.7-24.8],20.2,15.7,24.8,,2017-09-22T09:39:50Z,2016,2016-01-01,2016-12-31
16032010,NCD_BMI_30A,COUNTRY,AUS,YEAR,1975,SEX,BothSexes,,,,,,,10.5 [7.9-13.4],10.5,7.9,13.4,,2017-09-22T09:39:50Z,1975,1975-01-01,1975-12-31
16032011,NCD_BMI_30A,COUNTRY,AUS,YEAR,1976,SEX,BothSexes,,,,,,,10.8 [8.2-13.5],10.8,8.2,13.5,,2017-09-22T09:39:50Z,1976,1976-01-01,1976-12-31
16032012,NCD_BMI_30A,COUNTRY,AUS,YEAR,1977,SEX,BothSexes,,,,,,,11.0 [8.6-13.8],11.0,8.6,13.8,,2017-09-22T09:39:50Z,1977,1977-01-01,1977-12-31
16032013,NCD_BMI_30A,COUNTRY,AUS,YEAR,1978,SEX,BothSexes,,,,,,,11.3 [8.9-13.9],11.3,8.9,13.9,,2017-09-22T09:39:50Z,1978,1978-01-01,1978-12-31
16032014,NCD_BMI_30A,COUNTRY,AUS,YEAR,1979,SEX,BothSexes,,,,,,,11.6 [9.3-14.1],11.6,9.3,14.1,,2017-09-22T09:39:50Z,1979,1979-01-01,1979-12-31
16032015,NCD_BMI_30A,COUNTRY,AUS,YEAR,1980,SEX,BothSexes,,,,,,,11.9 [9.6-14.4],11.9,9.6,14.4,,2017-09-22T09:39:50Z,1980,1980-01-01,1980-12-31
16032016,NCD_BMI_30A,COUNTRY,AUS,YEAR,1981,SEX,BothSexes,,,,,,,12.2 [10.0-14.6],12.2,10.0,14.6,,2017-09-22T09:39:50Z,1981,1981-01-01,1981-12-31
16032017,NCD_BMI_30A,COUNTRY,AUS,YEAR,1982,SEX,BothSexes,,,,,,,12.5 [10.3-14.9],12.5,10.3,14.9,,2017-09-22T09:39:50Z,1982,1982-01-01,1982-12-31
16032018,NCD_BMI_30A,COUNTRY,AUS,YEAR,1983,SEX,BothSexes,,,,,,,12.8 [10.7-15.2],12.8,10.7,15.2,,2017-09-22T09:39:50Z,1983,1983-01-01,1983-12-31
16032019,NCD_BMI_30A,COUNTRY,AUS,YEAR,1984,SEX,BothSexes,,,,,,,13.1 [11.0-15.4],13.1,11.0,15.4,,2017-09-22T09:39:50Z,1984,1984-01-01,1984-12-31
16032020,NCD_BMI_30A,COUNTRY,AUS,YEAR,1985,SEX,BothSexes,,,,,,,13.5 [11.3-15.8],13.5,11.3,15.8,,2017-09-22T09:39:50Z,1985,1985-01-01,1985-12-31
16032021,NCD_BMI_30A,COUNTRY,AUS,YEAR,1986,SEX,BothSexes,,,,,,,13.8 [11.7-16.1],13.8,11.7,16.1,,2017-09-22T09:39:50Z,1986,1986-01-01,1986-12-31
16032022,NCD_BMI_30A,COUNTRY,AUS,YEAR,1987,SEX,BothSexes,,,,,,,14.2 [12.0-16.5],14.2,12.0,16.5,,2017-09-22T09:39:50Z,1987,1987-01-01,1987-12-31
16032023,NCD_BMI_30A,COUNTRY,AUS,YEAR,1988,SEX,BothSexes,,,,,,,14.5 [12.4-16.8],14.5,12.4,16.8,,2017-09-22T09:39:50Z,1988,1988-01-01,1988-12-31
16032024,NCD_BMI_30A,COUNTRY,AUS,YEAR,1989,SEX,BothSexes,,,,,,,14.9 [12.8-17.2],14.9,12.8,17.2,,2017-09-22T09:39:50Z,1989,1989-01-01,1989-12-31
16032025,NCD_BMI_30A,COUNTRY,AUS,YEAR,1990,SEX,BothSexes,,,,,,,15.3 [13.2-17.6],15.3,13.2,17.6,,2017-09-22T09:39:50Z,1990,1990-01-01,1990-12-31
16032026,NCD_BMI_30A,COUNTRY,AUS,YEAR,1991,SEX,BothSexes,,,,,,,15.7 [13.6-18.0],15.7,13.6,18.0,,2017-09-22T09:39:50Z,1991,1991-01-01,1991-12-31
16032027,NCD_BMI_30A,COUNTRY,AUS,YEAR,1992,SEX,BothSexes,,,,,,,16.2 [14.0-18.5],16.2,14.0,18.5,,2017-09-22T09:39:50Z,1992,1992-01-01,1992-12-31
16032028,NCD_BMI_30A,COUNTRY,AUS,YEAR,1993,SEX,BothSexes,,,,,,,16.6 [14.5-19.0],16.6,14.5,19.0,,2017-09-22T09:39:50Z,1993,1993-01-01,1993-12-31
16032029,NCD_BMI_30A,COUNTRY,AUS,YEAR,1994,SEX,BothSexes,,,,,,,17.1 [14.9-19.5],17.1,14.9,19.5,,2017-09-22T09:39:50Z,1994,1994-01-01,1994-12-31
16032030,NCD_BMI_30A,COUNTRY,AUS,YEAR,1995,SEX,BothSexes,,,,,,,17.6 [15.4-20.0],17.6,15.4,20.0,,2017-09-22T09:39:50Z,1995,1995-01-01,1995-12-31
16032031,NCD_BMI_30A,COUNTRY,AUS,YEAR,1996,SEX,BothSexes,,,,,,,18.1 [15.9-20.5],18.1,15.9,20.5,,2017-09-22T09:39:50Z,1996,1996-01-01,1996-12-31
16032032,NCD_BMI_30A,COUNTRY,AUS,YEAR,1997,SEX,BothSexes,,,,,,,18.6 [16.4-21.0],18.6,16.4,21.0,,2017-09-22T09:39:50Z,1997,1997-01-01,1997-12-31
16032033,NCD_BMI_30A,COUNTRY,AUS,YEAR,1998,SEX,BothSexes,,,,,,,19.1 [16.9-21.5],19.1,16.9,21.5,,2017-09-22T09:39:50Z,1998,1998-01-01,1998-12-31
16032034,NCD_BMI_30A,COUNTRY,AUS,YEAR,1999,SEX,BothSexes,,,,,,,19.7 [17.4-22.1],19.7,17.4,22.1,,2017-09-22T09:39:50Z,1999,1999-01-01,1999-12-31
16032035,NCD_BMI_30A,COUNTRY,AUS,YEAR,2000,SEX,BothSexes,,,,,,,20.2 [17.9-22.7],20.2,17.9,22.7,,2017-09-22T09:39:50Z,2000,2000-01-01,2000-12-31
16032036,NCD_BMI_30A,COUNTRY,AUS,YEAR,2001,SEX,BothSexes,,,,,,,20.7 [18.5-23.2],20.7,18.5,23.2,,2017-09-22T09:39:50Z,2001,2001-01-01,2001-12-31
16032037,NCD_BMI_30A,COUNTRY,AUS,YEAR,2002,SEX,BothSexes,,,,,,,21.3 [19.0-23.8],21.3,19.0,23.8,,2017-09-22T09:39:50Z,2002,2002-01-01,2002-12-31
16032038,NCD_BMI_30A,COUNTRY,AUS,YEAR,2003,SEX,BothSexes,,,,,,,21.8 [19.6-24.3],21.8,19.6,24.3,,2017-09-22T09:39:50Z,2003,2003-01-01,2003-12-31
16032039,NCD_BMI_30A,COUNTRY,AUS,YEAR,2004,SEX,BothSexes,,,,,,,22.4 [20.1-24.9],22.4,20.1,24.9,,2017-09-22T09:39:50Z,2004,2004-01-01,2004-12-31
16032040,NCD_BMI_30A,COUNTRY,AUS,YEAR,2005,SEX,BothSexes,,,,,,,22.9 [20.6-25.5],22.9,20.6,25.5,,2017-09-22T09:39:50Z,2005,2005-01-01,2005-12-31
16032041,NCD_BMI_30A,COUNTRY,AUS,YEAR,2006,SEX,BothSexes,,,,,,,23.5 [21.1-26.1],23.5,21.1,26.1,,2017-09-22T09:39:50Z,2006,2006-01-01,2006-12-31
16032042,NCD_BMI_30A,COUNTRY,AUS,YEAR,2007,SEX,BothSexes,,,,,,,24.0 [21.6-26.6],24.0,21.6,26.6,,2017-09-22T09:39:50Z,2007,2007-01-01,2007-12-31
16032043,NCD_BMI_30A,COUNTRY,AUS,YEAR,2008,SEX,BothSexes,,,,,,,24.6 [22.1-27.2],24.6,22.1,27.2,,2017-09-22T09:39:50Z,2008,2008-01-01,2008-12-31
16032044,NCD_BMI_30A,COUNTRY,AUS,YEAR,2009,SEX,BothSexes,,,,,,,25.1 [22.5-27.9],25.1,22.5,27.9,,2017-09-22T09:39:50Z,2009,2009-01-01,2009-12-31
16032045,NCD_BMI_30A,COUNTRY,AUS,YEAR,2010,SEX,BothSexes,,,,,,,25.6 [23.0-28.6],25.6,23.0,28.6,,2017-09-22T09:39:50Z,2010,2010-01-01,2010-12-31
16032046,NCD_BMI_30A,COUNTRY,AUS,YEAR,2011,SEX,BothSexes,,,,,,,26.2 [23.4-29.2],26.2,23.4,29.2,,2017-09-22T09:39:50Z,2011,2011-01-01,2011-12-31
16032047,NCD_BMI_30A,COUNTRY,AUS,YEAR,2012,SEX,BothSexes,,,,,,,26.7 [23.8-29.9],26.7,23.8,29.9,,2017-09-22T09:39:50Z,2012,2012-01-01,2012-12-31
16032048,NCD_BMI_30A,COUNTRY,AUS,YEAR,2013,SEX,BothSexes,,,,,,,27.3 [24.2-30.6],27.3,24.2,30.6,,2017-09-22T09:39:51Z,2013,2013-01-01,2013-12-31
16032049,NCD_BMI_30A,COUNTRY,AUS,YEAR,2014,SEX,BothSexes,,,,,,,27.9 [24.6-31.4],27.9,24.6,31.4,,2017-09-22T09:39:51Z,2014,2014-01-01,2014-12-31
16032050,NCD_BMI_30A,COUNTRY,AUS,YEAR,2015,SEX,BothSexes,,,,,,,28.4 [24.9-32.1],28.4,24.9,32.1,,2017-09-22T09:39:51Z,2015,2015-01-01,2015-12-31
16032051,NCD_BMI_30A,COUNTRY,AUS,YEAR,2016,SEX,BothSexes,,,,,,,29.0 [25.3-32.9],29.0,25.3,32.9,,2017-09-22T09:39:51Z,2016,2016-01-01,2016-12-31
16032052,NCD_BMI_30A,COUNTRY,AUT,YEAR,1975,SEX,BothSexes,,,,,,,7.2 [4.9-9.9],7.2,4.9,9.9,,2017-09-22T09:39:51Z,1975,1975-01-01,1975-12-31
16032053,NCD_BMI_30A,COUNTRY,AUT,YEAR,1976,SEX,BothSexes,,,,,,,7.3 [5.1-10.0],7.3,5.1,10.0,,2017-09-22T09:39:51Z,1976,1976-01-01,1976-12-31
16032054,NCD_BMI_30A,COUNTRY,AUT,YEAR,1977,SEX,BothSexes,,,,,,,7.5 [5.3-10.2],7.5,5.3,10.2,,2017-09-22T09:39:51Z,1977,1977-01-01,1977-12-31
16032055,NCD_BMI_30A,COUNTRY,AUT,YEAR,1978,SEX,BothSexes,,,,,,,7.7 [5.5-10.4],7.7,5.5,10.4,,2017-09-22T09:39:51Z,1978,1978-01-01,1978-12-31
16032056,NCD_BMI_30A,COUNTRY,AUT,YEAR,1979,SEX,BothSexes,,,,,,,7.9 [5.7-10.5],7.9,5.7,10.5,,2017-09-22T09:39:51Z,1979,1979-01-01,1979-12-31
16032057,NCD_BMI_30A,COUNTRY,AUT,YEAR,1980,SEX,BothSexes,,,,,,,8.1 [5.9-10.7],8.1,5.9,10.7,,2017-09-22T09:39:51Z,1980,1980-01-01,1980-12-31
16032058,NCD_BMI_30A,COUNTRY,AUT,YEAR,1981,SEX,BothSexes,,,,,,,8.3 [6.2-10.9],8.3,6.2,10.9,,2017-09-22T09:39:51Z,1981,1981-01-01,1981-12-31
16032059,NCD_BMI_30A,COUNTRY,AUT,YEAR,1982,SEX,BothSexes,,,,,,,8.6 [6.4-11.2],8.6,6.4,11.2,,2017-09-22T09:39:51Z,1982,1982-01-01,1982-12-31
16032060,NCD_BMI_30A,COUNTRY,AUT,YEAR,1983,SEX,BothSexes,,,,,,,8.8 [6.6-11.4],8.8,6.6,11.4,,2017-09-22T09:39:51Z,1983,1983-01-01,1983-12-31
16032061,NCD_BMI_30A,COUNTRY,AUT,YEAR,1984,SEX,BothSexes,,,,,,,9.0 [6.8-11.6],9.0,6.8,11.6,,2017-09-22T09:39:51Z,1984,1984-01-01,1984-12-31
16032062,NCD_BMI_30A,COUNTRY,AUT,YEAR,1985,SEX,BothSexes,,,,,,,9.3 [7.1-11.9],9.3,7.1,11.9,,2017-09-22T09:39:51Z,1985,1985-01-01,1985-12-31
16032063,NCD_BMI_30A,COUNTRY,AUT,YEAR,1986,SEX,BothSexes,,,,,,,9.6 [7.3-12.1],9.6,7.3,12.1,,2017-09-22T09:39:51Z,1986,1986-01-01,1986-12-31
16032064,NCD_BMI_30A,COUNTRY,AUT,YEAR,1987,SEX,BothSexes,,,,,,,9.8 [7.5-12.4],9.8,7.5,12.4,,2017-09-22T09:39:51Z,1987,1987-01-01,1987-12-31
16032065,NCD_BMI_30A,COUNTRY,AUT,YEAR,1988,SEX,BothSexes,,,,,,,10.1 [7.8-12.7],10.1,7.8,12.7,,2017-09-22T09:39:51Z,1988,1988-01-01,1988-12-31
16032066,NCD_BMI_30A,COUNTRY,AUT,YEAR,1989,SEX,BothSexes,,,,,,,10.4 [8.0-13.1],10.4,8.0,13.1,,2017-09-22T09:39:51Z,1989,1989-01-01,1989-12-31
16032067,NCD_BMI_30A,COUNTRY,AUT,YEAR,1990,SEX,BothSexes,,,,,,,10.7 [8.3-13.4],10.7,8.3,13.4,,2017-09-22T09:39:51Z,1990,1990-01-01,1990-12-31
16032068,NCD_BMI_30A,COUNTRY,AUT,YEAR,1991,SEX,BothSexes,,,,,,,11.0 [8.5-13.8],11.0,8.5,13.8,,2017-09-22T09:39:51Z,1991,1991-01-01,1991-12-31
16032069,NCD_BMI_30A,COUNTRY,AUT,YEAR,1992,SEX,BothSexes,,,,,,,11.3 [8.8-14.1],11.3,8.8,14.1,,2017-09-22T09:39:51Z,1992,1992-01-01,1992-12-31
16032070,NCD_BMI_30A,COUNTRY,AUT,YEAR,1993,SEX,BothSexes,,,,,,,11.6 [9.1-14.5],11.6,9.1,14.5,,2017-09-22T09:39:51Z,1993,1993-01-01,1993-12-31
16032071,NCD_BMI_30A,COUNTRY,AUT,YEAR,1994,SEX,BothSexes,,,,,,,11.9 [9.4-14.8],11.9,9.4,14.8,,2017-09-22T09:39:51Z,1994,1994-01-01,1994-12-31
16032072,NCD_BMI_30A,COUNTRY,AUT,YEAR,1995,SEX,BothSexes,,,,,,,12.3 [9.7-15.2],12.3,9.7,15.2,,2017-09-22T09:39:51Z,1995,1995-01-01,1995-12-31
16032073,NCD_BMI_30A,COUNTRY,AUT,YEAR,1996,SEX,BothSexes,,,,,,,12.6 [10.0-15.6],12.6,10.0,15.6,,2017-09-22T09:39:51Z,1996,1996-01-01,1996-12-31
16032074,NCD_BMI_30A,COUNTRY,AUT,YEAR,1997,SEX,BothSexes,,,,,,,12.9 [10.3-15.9],12.9,10.3,15.9,,2017-09-22T09:39:51Z,1997,1997-01-01,1997-12-31
16032075,NCD_BMI_30A,COUNTRY,AUT,YEAR,1998,SEX,BothSexes,,,,,,,13.3 [10.6-16.3],13.3,10.6,16.3,,2017-09-22T09:39:51Z,1998,1998-01-01,1998-12-31
16032076,NCD_BMI_30A,COUNTRY,AUT,YEAR,1999,SEX,BothSexes,,,,,,,13.6 [10.9-16.7],13.6,10.9,16.7,,2017-09-22T09:39:51Z,1999,1999-01-01,1999-12-31
16032077,NCD_BMI_30A,COUNTRY,AUT,YEAR,2000,SEX,BothSexes,,,,,,,14.0 [11.2-17.1],14.0,11.2,17.1,,2017-09-22T09:39:51Z,2000,2000-01-01,2000-12-31
16032078,NCD_BMI_30A,COUNTRY,AUT,YEAR,2001,SEX,BothSexes,,,,,,,14.3 [11.5-17.4],14.3,11.5,17.4,,2017-09-22T09:39:51Z,2001,2001-01-01,2001-12-31
16032079,NCD_BMI_30A,COUNTRY,AUT,YEAR,2002,SEX,BothSexes,,,,,,,14.7 [11.8-17.8],14.7,11.8,17.8,,2017-09-22T09:39:51Z,2002,2002-01-01,2002-12-31
16032080,NCD_BMI_30A,COUNTRY,AUT,YEAR,2003,SEX,BothSexes,,,,,,,15.0 [12.2-18.2],15.0,12.2,18.2,,2017-09-22T09:39:51Z,2003,2003-01-01,2003-12-31
16032081,NCD_BMI_30A,COUNTRY,AUT,YEAR,2004,SEX,BothSexes,,,,,,,15.4 [12.5-18.6],15.4,12.5,18.6,,2017-09-22T09:39:51Z,2004,2004-01-01,2004-12-31
16032082,NCD_BMI_30A,COUNTRY,AUT,YEAR,2005,SEX,BothSexes,,,,,,,15.8 [12.8-19.0],15.8,12.8,19.0,,2017-09-22T09:39:51Z,2005,2005-01-01,2005-12-31
16032083,NCD_BMI_30A,COUNTRY,AUT,YEAR,2006,SEX,BothSexes,,,,,,,16.1 [13.1-19.4],16.1,13.1,19.4,,2017-09-22T09:39:51Z,2006,2006-01-01,2006-12-31
16032084,NCD_BMI_30A,COUNTRY,AUT,YEAR,2007,SEX,BothSexes,,,,,,,16.5 [13.4-19.8],16.5,13.4,19.8,,2017-09-22T09:39:52Z,2007,2007-01-01,2007-12-31
16032085,NCD_BMI_30A,COUNTRY,AUT,YEAR,2008,SEX,BothSexes,,,,,,,16.9 [13.7-20.3],16.9,13.7,20.3,,2017-09-22T09:39:52Z,2008,2008-01-01,2008-12-31
16032086,NCD_BMI_30A,COUNTRY,AUT,YEAR,2009,SEX,BothSexes,,,,,,,17.3 [14.0-20.8],17.3,14.0,20.8,,2017-09-22T09:39:52Z,2009,2009-01-01,2009-12-31
16032087,NCD_BMI_30A,COUNTRY,AUT,YEAR,2010,SEX,BothSexes,,,,,,,17.6 [14.3-21.2],17.6,14.3,21.2,,2017-09-22T09:39:52Z,2010,2010-01-01,2010-12-31
16032088,NCD_BMI_30A,COUNTRY,AUT,YEAR,2011,SEX,BothSexes,,,,,,,18.0 [14.6-21.7],18.0,14.6,21.7,,2017-09-22T09:39:52Z,2011,2011-01-01,2011-12-31
16032089,NCD_BMI_30A,COUNTRY,AUT,YEAR,2012,SEX,BothSexes,,,,,,,18.4 [14.9-22.3],18.4,14.9,22.3,,2017-09-22T09:39:52Z,2012,2012-01-01,2012-12-31
16032090,NCD_BMI_30A,COUNTRY,AUT,YEAR,2013,SEX,BothSexes,,,,,,,18.8 [15.1-22.8],18.8,15.1,22.8,,2017-09-22T09:39:52Z,2013,2013-01-01,2013-12-31
16032091,NCD_BMI_30A,COUNTRY,AUT,YEAR,2014,SEX,BothSexes,,,,,,,19.2 [15.4-23.3],19.2,15.4,23.3,,2017-09-22T09:39:52Z,2014,2014-01-01,2014-12-31
16032092,NCD_BMI_30A,COUNTRY,AUT,YEAR,2015,SEX,BothSexes,,,,,,,19.7 [15.6-23.9],19.7,15.6,23.9,,2017-09-22T09:39:52Z,2015,2015-01-01,2015-12-31
16032093,NCD_BMI_30A,COUNTRY,AUT,YEAR,2016,SEX,BothSexes,,,,,,,20.1 [15.9-24.6],20.1,15.9,24.6,,2017-09-22T09:39:52Z,2016,2016-01-01,2016-12-31
16032094,NCD_BMI_30A,COUNTRY,AZE,YEAR,1975,SEX,BothSexes,,,,,,,6.4 [3.5-10.4],6.4,3.5,10.4,,2017-09-22T09:39:52Z,1975,1975-01-01,1975-12-31
16032095,NCD_BMI_30A,COUNTRY,AZE,YEAR,1976,SEX,BothSexes,,,,,,,6.6 [3.7-10.5],6.6,3.7,10.5,,2017-09-22T09:39:52Z,1976,1976-01-01,1976-12-31
16032096,NCD_BMI_30A,COUNTRY,AZE,YEAR,1977,SEX,BothSexes,,,,,,,6.8 [3.9-10.7],6.8,3.9,10.7,,2017-09-22T09:39:52Z,1977,1977-01-01,1977-12-31
16032097,NCD_BMI_30A,COUNTRY,AZE,YEAR,1978,SEX,BothSexes,,,,,,,7.0 [4.1-10.9],7.0,4.1,10.9,,2017-09-22T09:39:52Z,1978,1978-01-01,1978-12-31
16032098,NCD_BMI_30A,COUNTRY,AZE,YEAR,1979,SEX,BothSexes,,,,,,,7.2 [4.3-11.1],7.2,4.3,11.1,,2017-09-22T09:39:52Z,1979,1979-01-01,1979-12-31
16032099,NCD_BMI_30A,COUNTRY,AZE,YEAR,1980,SEX,BothSexes,,,,,,,7.4 [4.5-11.2],7.4,4.5,11.2,,2017-09-22T09:39:52Z,1980,1980-01-01,1980-12-31
16032100,NCD_BMI_30A,COUNTRY,AZE,YEAR,1981,SEX,BothSexes,,,,,,,7.7 [4.8-11.4],7.7,4.8,11.4,,2017-09-22T09:39:52Z,1981,1981-01-01,1981-12-31
16032101,NCD_BMI_30A,COUNTRY,AZE,YEAR,1982,SEX,BothSexes,,,,,,,7.9 [5.0-11.6],7.9,5.0,11.6,,2017-09-22T09:39:52Z,1982,1982-01-01,1982-12-31
16032102,NCD_BMI_30A,COUNTRY,AZE,YEAR,1983,SEX,BothSexes,,,,,,,8.1 [5.2-11.8],8.1,5.2,11.8,,2017-09-22T09:39:52Z,1983,1983-01-01,1983-12-31
16032103,NCD_BMI_30A,COUNTRY,AZE,YEAR,1984,SEX,BothSexes,,,,,,,8.4 [5.4-11.9],8.4,5.4,11.9,,2017-09-22T09:39:52Z,1984,1984-01-01,1984-12-31
16032104,NCD_BMI_30A,COUNTRY,AZE,YEAR,1985,SEX,BothSexes,,,,,,,8.6 [5.6-12.2],8.6,5.6,12.2,,2017-09-22T09:39:52Z,1985,1985-01-01,1985-12-31
16032105,NCD_BMI_30A,COUNTRY,AZE,YEAR,1986,SEX,BothSexes,,,,,,,8.8 [5.9-12.4],8.8,5.9,12.4,,2017-09-22T09:39:52Z,1986,1986-01-01,1986-12-31
16032106,NCD_BMI_30A,COUNTRY,AZE,YEAR,1987,SEX,BothSexes,,,,,,,9.1 [6.1-12.6],9.1,6.1,12.6,,2017-09-22T09:39:52Z,1987,1987-01-01,1987-12-31
16032107,NCD_BMI_30A,COUNTRY,AZE,YEAR,1988,SEX,BothSexes,,,,,,,9.3 [6.3-12.9],9.3,6.3,12.9,,2017-09-22T09:39:52Z,1988,1988-01-01,1988-12-31
16032108,NCD_BMI_30A,COUNTRY,AZE,YEAR,1989,SEX,BothSexes,,,,,,,9.6 [6.5-13.1],9.6,6.5,13.1,,2017-09-22T09:39:52Z,1989,1989-01-01,1989-12-31
16032109,NCD_BMI_30A,COUNTRY,AZE,YEAR,1990,SEX,BothSexes,,,,,,,9.8 [6.8-13.3],9.8,6.8,13.3,,2017-09-22T09:39:52Z,1990,1990-01-01,1990-12-31
16032110,NCD_BMI_30A,COUNTRY,AZE,YEAR,1991,SEX,BothSexes,,,,,,,10.1 [7.0-13.7],10.1,7.0,13.7,,2017-09-22T09:39:52Z,1991,1991-01-01,1991-12-31
16032111,NCD_BMI_30A,COUNTRY,AZE,YEAR,1992,SEX,BothSexes,,,,,,,10.4 [7.3-14.0],10.4,7.3,14.0,,2017-09-22T09:39:52Z,1992,1992-01-01,1992-12-31
16032112,NCD_BMI_30A,COUNTRY,AZE,YEAR,1993,SEX,BothSexes,,,,,,,10.6 [7.5-14.2],10.6,7.5,14.2,,2017-09-22T09:39:52Z,1993,1993-01-01,1993-12-31
16032113,NCD_BMI_30A,COUNTRY,AZE,YEAR,1994,SEX,BothSexes,,,,,,,10.9 [7.7-14.5],10.9,7.7,14.5,,2017-09-22T09:39:52Z,1994,1994-01-01,1994-12-31
16032114,NCD_BMI_30A,COUNTRY,AZE,YEAR,1995,SEX,BothSexes,,,,,,,11.1 [8.0-14.7],11.1,8.0,14.7,,2017-09-22T09:39:52Z,1995,1995-01-01,1995-12-31
16032115,NCD_BMI_30A,COUNTRY,AZE,YEAR,1996,SEX,BothSexes,,,,,,,11.4 [8.2-15.0],11.4,8.2,15.0,,2017-09-22T09:39:52Z,1996,1996-01-01,1996-12-31
16032116,NCD_BMI_30A,COUNTRY,AZE,YEAR,1997,SEX,BothSexes,,,,,,,11.7 [8.5-15.3],11.7,8.5,15.3,,2017-09-22T09:39:52Z,1997,1997-01-01,1997-12-31
16032117,NCD_BMI_30A,COUNTRY,AZE,YEAR,1998,SEX,BothSexes,,,,,,,11.9 [8.7-15.5],11.9,8.7,15.5,,2017-09-22T09:39:52Z,1998,1998-01-01,1998-12-31
16032118,NCD_BMI_30A,COUNTRY,AZE,YEAR,1999,SEX,BothSexes,,,,,,,12.2 [9.0-15.9],12.2,9.0,15.9,,2017-09-22T09:39:52Z,1999,1999-01-01,1999-12-31
16032119,NCD_BMI_30A,COUNTRY,AZE,YEAR,2000,SEX,BothSexes,,,,,,,12.5 [9.3-16.2],12.5,9.3,16.2,,2017-09-22T09:39:52Z,2000,2000-01-01,2000-12-31
16032120,NCD_BMI_30A,COUNTRY,AZE,YEAR,2001,SEX,BothSexes,,,,,,,12.8 [9.6-16.5],12.8,9.6,16.5,,2017-09-22T09:39:52Z,2001,2001-01-01,2001-12-31
16032121,NCD_BMI_30A,COUNTRY,AZE,YEAR,2002,SEX,BothSexes,,,,,,,13.2 [9.9-16.9],13.2,9.9,16.9,,2017-09-22T09:39:53Z,2002,2002-01-01,2002-12-31
16032122,NCD_BMI_30A,COUNTRY,AZE,YEAR,2003,SEX,BothSexes,,,,,,,13.5 [10.2-17.3],13.5,10.2,17.3,,2017-09-22T09:39:53Z,2003,2003-01-01,2003-12-31
16032123,NCD_BMI_30A,COUNTRY,AZE,YEAR,2004,SEX,BothSexes,,,,,,,13.9 [10.6-17.7],13.9,10.6,17.7,,2017-09-22T09:39:53Z,2004,2004-01-01,2004-12-31
16032124,NCD_BMI_30A,COUNTRY,AZE,YEAR,2005,SEX,BothSexes,,,,,,,14.3 [10.9-18.2],14.3,10.9,18.2,,2017-09-22T09:39:53Z,2005,2005-01-01,2005-12-31
16032125,NCD_BMI_30A,COUNTRY,AZE,YEAR,2006,SEX,BothSexes,,,,,,,14.8 [11.3-18.6],14.8,11.3,18.6,,2017-09-22T09:39:53Z,2006,2006-01-01,2006-12-31
16032126,NCD_BMI_30A,COUNTRY,AZE,YEAR,2007,SEX,BothSexes,,,,,,,15.2 [11.6-19.1],15.2,11.6,19.1,,2017-09-22T09:39:53Z,2007,2007-01-01,2007-12-31
16032127,NCD_BMI_30A,COUNTRY,AZE,YEAR,2008,SEX,BothSexes,,,,,,,15.7 [12.0-19.6],15.7,12.0,19.6,,2017-09-22T09:39:53Z,2008,2008-01-01,2008-12-31
16032128,NCD_BMI_30A,COUNTRY,AZE,YEAR,2009,SEX,BothSexes,,,,,,,16.2 [12.4-20.2],16.2,12.4,20.2,,2017-09-22T09:39:53Z,2009,2009-01-01,2009-12-31
16032129,NCD_BMI_30A,COUNTRY,AZE,YEAR,2010,SEX,BothSexes,,,,,,,16.6 [12.8-20.8],16.6,12.8,20.8,,2017-09-22T09:39:53Z,2010,2010-01-01,2010-12-31
16032130,NCD_BMI_30A,COUNTRY,AZE,YEAR,2011,SEX,BothSexes,,,,,,,17.2 [13.2-21.4],17.2,13.2,21.4,,2017-09-22T09:39:53Z,2011,2011-01-01,2011-12-31
16032131,NCD_BMI_30A,COUNTRY,AZE,YEAR,2012,SEX,BothSexes,,,,,,,17.7 [13.7-22.0],17.7,13.7,22.0,,2017-09-22T09:39:53Z,2012,2012-01-01,2012-12-31
16032132,NCD_BMI_30A,COUNTRY,AZE,YEAR,2013,SEX,BothSexes,,,,,,,18.2 [14.1-22.7],18.2,14.1,22.7,,2017-09-22T09:39:53Z,2013,2013-01-01,2013-12-31
16032133,NCD_BMI_30A,COUNTRY,AZE,YEAR,2014,SEX,BothSexes,,,,,,,18.8 [14.5-23.5],18.8,14.5,23.5,,2017-09-22T09:39:53Z,2014,2014-01-01,2014-12-31
16032134,NCD_BMI_30A,COUNTRY,AZE,YEAR,2015,SEX,BothSexes,,,,,,,19.3 [14.9-24.1],19.3,14.9,24.1,,2017-09-22T09:39:53Z,2015,2015-01-01,2015-12-31
16032135,NCD_BMI_30A,COUNTRY,AZE,YEAR,2016,SEX,BothSexes,,,,,,,19.9 [15.3-24.9],19.9,15.3,24.9,,2017-09-22T09:39:53Z,2016,2016-01-01,2016-12-31
