Id,IndicatorCode,SpatialDimension,WorldBankIncomeGroup,TimeDimension,TimeDim,DisaggregatingDimension1,Sex,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,Prevalence,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
16083756,NCD_BMI_18A,COUNTRY,AGO,YEAR,1977,SEX,BothSexes,,,,,,,21.9 [13.0-31.4],21.9,13.0,31.4,,2017-09-22T12:15:03Z,1977,1977-01-01,1977-12-31
16083757,NCD_BMI_18A,COUNTRY,AGO,YEAR,1978,SEX,BothSexes,,,,,,,21.7 [13.0-31.2],21.7,13.0,31.2,,2017-09-22T12:15:03Z,1978,1978-01-01,1978-12-31
16083758,NCD_BMI_18A,COUNTRY,AGO,YEAR,1979,SEX,BothSexes,,,,,,,21.5 [12.9-30.8],21.5,12.9,30.8,,2017-09-22T12:15:03Z,1979,1979-01-01,1979-12-31
16083759,NCD_BMI_18A,COUNTRY,AGO,YEAR,1980,SEX,BothSexes,,,,,,,21.3 [12.8-30.5],21.3,12.8,30.5,,2017-09-22T12:15:03Z,1980,1980-01-01,1980-12-31
16083760,NCD_BMI_18A,COUNTRY,AGO,YEAR,1981,SEX,BothSexes,,,,,,,21.1 [12.8-30.2],21.1,12.8,30.2,,2017-09-22T12:15:03Z,1981,1981-01-01,1981-12-31
16083761,NCD_BMI_18A,COUNTRY,AGO,YEAR,1982,SEX,BothSexes,,,,,,,20.9 [12.7-29.8],20.9,12.7,29.8,,2017-09-22T12:15:03Z,1982,1982-01-01,1982-12-31
16083762,NCD_BMI_18A,COUNTRY,AGO,YEAR,1983,SEX,BothSexes,,,,,,,20.7 [12.6-29.5],20.7,12.6,29.5,,2017-09-22T12:15:03Z,1983,1983-01-01,1983-12-31
16083763,NCD_BMI_18A,COUNTRY,AGO,YEAR,1984,SEX,BothSexes,,,,,,,20.5 [12.5-29.2],20.5,12.5,29.2,,2017-09-22T12:15:03Z,1984,1984-01-01,1984-12-31
16083764,NCD_BMI_18A,COUNTRY,AGO,YEAR,1985,SEX,BothSexes,,,,,,,20.3 [12.4-28.9],20.3,12.4,28.9,,2017-09-22T12:15:03Z,1985,1985-01-01,1985-12-31
16083765,NCD_BMI_18A,COUNTRY,AGO,YEAR,1986,SEX,BothSexes,,,,,,,20.1 [12.3-28.6],20.1,12.3,28.6,,2017-09-22T12:15:03Z,1986,1986-01-01,1986-12-31
16083766,NCD_BMI_18A,COUNTRY,AGO,YEAR,1987,SEX,BothSexes,,,,,,,19.9 [12.1-28.3],19.9,12.1,28.3,,2017-09-22T12:15:03Z,1987,1987-01-01,1987-12-31
16083767,NCD_BMI_18A,COUNTRY,AGO,YEAR,1988,SEX,BothSexes,,,,,,,19.7 [12.0-28.0],19.7,12.0,28.0,,2017-09-22T12:15:04Z,1988,1988-01-01,1988-12-31
16083768,NCD_BMI_18A,COUNTRY,AGO,YEAR,1989,SEX,BothSexes,,,,,,,19.5 [11.9-27.8],19.5,11.9,27.8,,2017-09-22T12:15:04Z,1989,1989-01-01,1989-12-31
16083769,NCD_BMI_18A,COUNTRY,AGO,YEAR,1990,SEX,BothSexes,,,,,,,19.3 [11.8-27.5],19.3,11.8,27.5,,2017-09-22T12:15:04Z,1990,1990-01-01,1990-12-31
16083770,NCD_BMI_18A,COUNTRY,AGO,YEAR,1991,SEX,BothSexes,,,,,,,19.1 [11.7-27.3],19.1,11.7,27.3,,2017-09-22T12:15:04Z,1991,1991-01-01,1991-12-31
16083771,NCD_BMI_18A,COUNTRY,AGO,YEAR,1992,SEX,BothSexes,,,,,,,18.8 [11.6-27.0],18.8,11.6,27.0,,2017-09-22T12:15:04Z,1992,1992-01-01,1992-12-31
16083772,NCD_BMI_18A,COUNTRY,AGO,YEAR,1993,SEX,BothSexes,,,,,,,18.6 [11.4-26.8],18.6,11.4,26.8,,2017-09-22T12:15:04Z,1993,1993-01-01,1993-12-31
16083773,NCD_BMI_18A,COUNTRY,AGO,YEAR,1994,SEX,BothSexes,,,,,,,18.4 [11.3-26.5],18.4,11.3,26.5,,2017-09-22T12:15:04Z,1994,1994-01-01,1994-12-31
16083774,NCD_BMI_18A,COUNTRY,AGO,YEAR,1995,SEX,BothSexes,,,,,,,18.2 [11.1-26.3],18.2,11.1,26.3,,2017-09-22T12:15:04Z,1995,1995-01-01,1995-12-31
16083775,NCD_BMI_18A,COUNTRY,AGO,YEAR,1996,SEX,BothSexes,,,,,,,18.0 [10.9-26.0],18.0,10.9,26.0,,2017-09-22T12:15:04Z,1996,1996-01-01,1996-12-31
16083776,NCD_BMI_18A,COUNTRY,AGO,YEAR,1997,SEX,BothSexes,,,,,,,17.8 [10.8-25.7],17.8,10.8,25.7,,2017-09-22T12:15:04Z,1997,1997-01-01,1997-12-31
16083777,NCD_BMI_18A,COUNTRY,AGO,YEAR,1998,SEX,BothSexes,,,,,,,17.6 [10.7-25.4],17.6,10.7,25.4,,2017-09-22T12:15:04Z,1998,1998-01-01,1998-12-31
16083778,NCD_BMI_18A,COUNTRY,AGO,YEAR,1999,SEX,BothSexes,,,,,,,17.4 [10.5-25.1],17.4,10.5,25.1,,2017-09-22T12:15:04Z,1999,1999-01-01,1999-12-31
16083779,NCD_BMI_18A,COUNTRY,AGO,YEAR,2000,SEX,BothSexes,,,,,,,17.1 [10.3-24.9],17.1,10.3,24.9,,2017-09-22T12:15:04Z,2000,2000-01-01,2000-12-31
16083780,NCD_BMI_18A,COUNTRY,AGO,YEAR,2001,SEX,BothSexes,,,,,,,16.9 [10.2-24.5],16.9,10.2,24.5,,2017-09-22T12:15:04Z,2001,2001-01-01,2001-12-31
16083781,NCD_BMI_18A,COUNTRY,AGO,YEAR,2002,SEX,BothSexes,,,,,,,16.7 [10.0-24.2],16.7,10.0,24.2,,2017-09-22T12:15:04Z,2002,2002-01-01,2002-12-31
16083782,NCD_BMI_18A,COUNTRY,AGO,YEAR,2003,SEX,BothSexes,,,,,,,16.5 [9.8-23.9],16.5,9.8,23.9,,2017-09-22T12:15:04Z,2003,2003-01-01,2003-12-31
16083783,NCD_BMI_18A,COUNTRY,AGO,YEAR,2004,SEX,BothSexes,,,,,,,16.2 [9.6-23.7],16.2,9.6,23.7,,2017-09-22T12:15:04Z,2004,2004-01-01,2004-12-31
16083784,NCD_BMI_18A,COUNTRY,AGO,YEAR,2005,SEX,BothSexes,,,,,,,16.0 [9.5-23.4],16.0,9.5,23.4,,2017-09-22T12:15:04Z,2005,2005-01-01,2005-12-31
16083785,NCD_BMI_18A,COUNTRY,AGO,YEAR,2006,SEX,BothSexes,,,,,,,15.8 [9.3-23.1],15.8,9.3,23.1,,2017-09-22T12:15:04Z,2006,2006-01-01,2006-12-31
16083786,NCD_BMI_18A,COUNTRY,AGO,YEAR,2007,SEX,BothSexes,,,,,,,15.5 [9.1-22.9],15.5,9.1,22.9,,2017-09-22T12:15:04Z,2007,2007-01-01,2007-12-31
16083787,NCD_BMI_18A,COUNTRY,AGO,YEAR,2008,SEX,BothSexes,,,,,,,15.3 [8.9-22.6],15.3,8.9,22.6,,2017-09-22T12:15:04Z,2008,2008-01-01,2008-12-31
16083788,NCD_BMI_18A,COUNTRY,AGO,YEAR,2009,SEX,BothSexes,,,,,,,15.1 [8.7-22.4],15.1,8.7,22.4,,2017-09-22T12:15:04Z,2009,2009-01-01,2009-12-31
16083789,NCD_BMI_18A,COUNTRY,AGO,YEAR,2010,SEX,BothSexes,,,,,,,14.8 [8.5-22.2],14.8,8.5,22.2,,2017-09-22T12:15:04Z,2010,2010-01-01,2010-12-31
16083790,NCD_BMI_18A,COUNTRY,AGO,YEAR,2011,SEX,BothSexes,,,,,,,14.6 [8.3-21.9],14.6,8.3,21.9,,2017-09-22T12:15:04Z,2011,2011-01-01,2011-12-31
16083791,NCD_BMI_18A,COUNTRY,AGO,YEAR,2012,SEX,BothSexes,,,,,,,14.4 [8.1-21.7],14.4,8.1,21.7,,2017-09-22T12:15:05Z,2012,2012-01-01,2012-12-31
16083792,NCD_BMI_18A,COUNTRY,AGO,YEAR,2013,SEX,BothSexes,,,,,,,14.2 [7.9-21.6],14.2,7.9,21.6,,2017-09-22T12:15:05Z,2013,2013-01-01,2013-12-31
16083793,NCD_BMI_18A,COUNTRY,AGO,YEAR,2014,SEX,BothSexes,,,,,,,13.9 [7.7-21.4],13.9,7.7,21.4,,2017-09-22T12:15:05Z,2014,2014-01-01,2014-12-31
16083794,NCD_BMI_18A,COUNTRY,AGO,YEAR,2015,SEX,BothSexes,,,,,,,13.7 [7.4-21.1],13.7,7.4,21.1,,2017-09-22T12:15:05Z,2015,2015-01-01,2015-12-31
16083795,NCD_BMI_18A,COUNTRY,AGO,YEAR,2016,SEX,BothSexes,,,,,,,13.5 [7.2-21.1],13.5,7.2,21.1,,2017-09-22T12:15:05Z,2016,2016-01-01,2016-12-31
16083796,NCD_BMI_18A,COUNTRY,ATG,YEAR,1975,SEX,BothSexes,,,,,,,11.2 [5.4-18.7],11.2,5.4,18.7,,2017-09-22T12:15:05Z,1975,1975-01-01,1975-12-31
16083797,NCD_BMI_18A,COUNTRY,ATG,YEAR,1976,SEX,BothSexes,,,,,,,11.0 [5.4-18.2],11.0,5.4,18.2,,2017-09-22T12:15:05Z,1976,1976-01-01,1976-12-31
16083798,NCD_BMI_18A,COUNTRY,ATG,YEAR,1977,SEX,BothSexes,,,,,,,10.7 [5.4-17.8],10.7,5.4,17.8,,2017-09-22T12:15:05Z,1977,1977-01-01,1977-12-31
16083799,NCD_BMI_18A,COUNTRY,ATG,YEAR,1978,SEX,BothSexes,,,,,,,10.5 [5.4-17.3],10.5,5.4,17.3,,2017-09-22T12:15:05Z,1978,1978-01-01,1978-12-31
16083800,NCD_BMI_18A,COUNTRY,ATG,YEAR,1979,SEX,BothSexes,,,,,,,10.3 [5.3-17.0],10.3,5.3,17.0,,2017-09-22T12:15:05Z,1979,1979-01-01,1979-12-31
16083801,NCD_BMI_18A,COUNTRY,ATG,YEAR,1980,SEX,BothSexes,,,,,,,10.1 [5.2-16.6],10.1,5.2,16.6,,2017-09-22T12:15:05Z,1980,1980-01-01,1980-12-31
16083802,NCD_BMI_18A,COUNTRY,ATG,YEAR,1981,SEX,BothSexes,,,,,,,9.9 [5.1-16.2],9.9,5.1,16.2,,2017-09-22T12:15:05Z,1981,1981-01-01,1981-12-31
16083803,NCD_BMI_18A,COUNTRY,ATG,YEAR,1982,SEX,BothSexes,,,,,,,9.7 [5.1-15.9],9.7,5.1,15.9,,2017-09-22T12:15:05Z,1982,1982-01-01,1982-12-31
16083804,NCD_BMI_18A,COUNTRY,ATG,YEAR,1983,SEX,BothSexes,,,,,,,9.5 [5.0-15.6],9.5,5.0,15.6,,2017-09-22T12:15:05Z,1983,1983-01-01,1983-12-31
16083805,NCD_BMI_18A,COUNTRY,ATG,YEAR,1984,SEX,BothSexes,,,,,,,9.3 [4.9-15.2],9.3,4.9,15.2,,2017-09-22T12:15:05Z,1984,1984-01-01,1984-12-31
16083806,NCD_BMI_18A,COUNTRY,ATG,YEAR,1985,SEX,BothSexes,,,,,,,9.2 [4.8-14.9],9.2,4.8,14.9,,2017-09-22T12:15:05Z,1985,1985-01-01,1985-12-31
16083807,NCD_BMI_18A,COUNTRY,ATG,YEAR,1986,SEX,BothSexes,,,,,,,9.0 [4.7-14.6],9.0,4.7,14.6,,2017-09-22T12:15:05Z,1986,1986-01-01,1986-12-31
16083808,NCD_BMI_18A,COUNTRY,ATG,YEAR,1987,SEX,BothSexes,,,,,,,8.8 [4.6-14.3],8.8,4.6,14.3,,2017-09-22T12:15:05Z,1987,1987-01-01,1987-12-31
16083809,NCD_BMI_18A,COUNTRY,ATG,YEAR,1988,SEX,BothSexes,,,,,,,8.6 [4.6-14.0],8.6,4.6,14.0,,2017-09-22T12:15:05Z,1988,1988-01-01,1988-12-31
16083810,NCD_BMI_18A,COUNTRY,ATG,YEAR,1989,SEX,BothSexes,,,,,,,8.4 [4.5-13.7],8.4,4.5,13.7,,2017-09-22T12:15:05Z,1989,1989-01-01,1989-12-31
16083811,NCD_BMI_18A,COUNTRY,ATG,YEAR,1990,SEX,BothSexes,,,,,,,8.2 [4.4-13.5],8.2,4.4,13.5,,2017-09-22T12:15:05Z,1990,1990-01-01,1990-12-31
16083812,NCD_BMI_18A,COUNTRY,ATG,YEAR,1991,SEX,BothSexes,,,,,,,8.1 [4.3-13.2],8.1,4.3,13.2,,2017-09-22T12:15:05Z,1991,1991-01-01,1991-12-31
16083813,NCD_BMI_18A,COUNTRY,ATG,YEAR,1992,SEX,BothSexes,,,,,,,7.9 [4.2-12.9],7.9,4.2,12.9,,2017-09-22T12:15:05Z,1992,1992-01-01,1992-12-31
16083814,NCD_BMI_18A,COUNTRY,ATG,YEAR,1993,SEX,BothSexes,,,,,,,7.7 [4.1-12.6],7.7,4.1,12.6,,2017-09-22T12:15:06Z,1993,1993-01-01,1993-12-31
16083815,NCD_BMI_18A,COUNTRY,ATG,YEAR,1994,SEX,BothSexes,,,,,,,7.6 [4.0-12.4],7.6,4.0,12.4,,2017-09-22T12:15:06Z,1994,1994-01-01,1994-12-31
16083816,NCD_BMI_18A,COUNTRY,ATG,YEAR,1995,SEX,BothSexes,,,,,,,7.4 [3.9-12.2],7.4,3.9,12.2,,2017-09-22T12:15:06Z,1995,1995-01-01,1995-12-31
16083817,NCD_BMI_18A,COUNTRY,ATG,YEAR,1996,SEX,BothSexes,,,,,,,7.2 [3.9-11.9],7.2,3.9,11.9,,2017-09-22T12:15:06Z,1996,1996-01-01,1996-12-31
16083818,NCD_BMI_18A,COUNTRY,ATG,YEAR,1997,SEX,BothSexes,,,,,,,7.1 [3.8-11.6],7.1,3.8,11.6,,2017-09-22T12:15:06Z,1997,1997-01-01,1997-12-31
16083819,NCD_BMI_18A,COUNTRY,ATG,YEAR,1998,SEX,BothSexes,,,,,,,6.9 [3.7-11.4],6.9,3.7,11.4,,2017-09-22T12:15:06Z,1998,1998-01-01,1998-12-31
16083820,NCD_BMI_18A,COUNTRY,ATG,YEAR,1999,SEX,BothSexes,,,,,,,6.8 [3.6-11.1],6.8,3.6,11.1,,2017-09-22T12:15:06Z,1999,1999-01-01,1999-12-31
16083821,NCD_BMI_18A,COUNTRY,ATG,YEAR,2000,SEX,BothSexes,,,,,,,6.6 [3.6-10.9],6.6,3.6,10.9,,2017-09-22T12:15:06Z,2000,2000-01-01,2000-12-31
16083822,NCD_BMI_18A,COUNTRY,ATG,YEAR,2001,SEX,BothSexes,,,,,,,6.5 [3.5-10.7],6.5,3.5,10.7,,2017-09-22T12:15:06Z,2001,2001-01-01,2001-12-31
16083823,NCD_BMI_18A,COUNTRY,ATG,YEAR,2002,SEX,BothSexes,,,,,,,6.3 [3.4-10.4],6.3,3.4,10.4,,2017-09-22T12:15:06Z,2002,2002-01-01,2002-12-31
16083824,NCD_BMI_18A,COUNTRY,ATG,YEAR,2003,SEX,BothSexes,,,,,,,6.2 [3.3-10.3],6.2,3.3,10.3,,2017-09-22T12:15:06Z,2003,2003-01-01,2003-12-31
16083825,NCD_BMI_18A,COUNTRY,ATG,YEAR,2004,SEX,BothSexes,,,,,,,6.1 [3.2-10.1],6.1,3.2,10.1,,2017-09-22T12:15:06Z,2004,2004-01-01,2004-12-31
16083826,NCD_BMI_18A,COUNTRY,ATG,YEAR,2005,SEX,BothSexes,,,,,,,5.9 [3.2-9.9],5.9,3.2,9.9,,2017-09-22T12:15:06Z,2005,2005-01-01,2005-12-31
16083827,NCD_BMI_18A,COUNTRY,ATG,YEAR,2006,SEX,BothSexes,,,,,,,5.8 [3.1-9.8],5.8,3.1,9.8,,2017-09-22T12:15:06Z,2006,2006-01-01,2006-12-31
16083828,NCD_BMI_18A,COUNTRY,ATG,YEAR,2007,SEX,BothSexes,,,,,,,5.7 [3.0-9.6],5.7,3.0,9.6,,2017-09-22T12:15:06Z,2007,2007-01-01,2007-12-31
16083829,NCD_BMI_18A,COUNTRY,ATG,YEAR,2008,SEX,BothSexes,,,,,,,5.6 [2.9-9.4],5.6,2.9,9.4,,2017-09-22T12:15:06Z,2008,2008-01-01,2008-12-31
16083830,NCD_BMI_18A,COUNTRY,ATG,YEAR,2009,SEX,BothSexes,,,,,,,5.4 [2.8-9.2],5.4,2.8,9.2,,2017-09-22T12:15:06Z,2009,2009-01-01,2009-12-31
16083831,NCD_BMI_18A,COUNTRY,ATG,YEAR,2010,SEX,BothSexes,,,,,,,5.3 [2.7-9.1],5.3,2.7,9.1,,2017-09-22T12:15:06Z,2010,2010-01-01,2010-12-31
16083832,NCD_BMI_18A,COUNTRY,ATG,YEAR,2011,SEX,BothSexes,,,,,,,5.2 [2.6-8.9],5.2,2.6,8.9,,2017-09-22T12:15:06Z,2011,2011-01-01,2011-12-31
16083833,NCD_BMI_18A,COUNTRY,ATG,YEAR,2012,SEX,BothSexes,,,,,,,5.1 [2.5-8.8],5.1,2.5,8.8,,2017-09-22T12:15:06Z,2012,2012-01-01,2012-12-31
16083834,NCD_BMI_18A,COUNTRY,ATG,YEAR,2013,SEX,BothSexes,,,,,,,5.0 [2.5-8.7],5.0,2.5,8.7,,2017-09-22T12:15:06Z,2013,2013-01-01,2013-12-31
16083835,NCD_BMI_18A,COUNTRY,ATG,YEAR,2014,SEX,BothSexes,,,,,,,4.9 [2.4-8.5],4.9,2.4,8.5,,2017-09-22T12:15:06Z,2014,2014-01-01,2014-12-31
16083836,NCD_BMI_18A,COUNTRY,ATG,YEAR,2015,SEX,BothSexes,,,,,,,4.8 [2.3-8.5],4.8,2.3,8.5,,2017-09-22T12:15:07Z,2015,2015-01-01,2015-12-31
16083837,NCD_BMI_18A,COUNTRY,ATG,YEAR,2016,SEX,BothSexes,,,,,,,4.7 [2.2-8.4],4.7,2.2,8.4,,2017-09-22T12:15:07Z,2016,2016-01-01,2016-12-31
16083838,NCD_BMI_18A,COUNTRY,ARG,YEAR,1975,SEX,BothSexes,,,,,,,3.0 [1.5-5.5],3.0,1.5,5.5,,2017-09-22T12:15:07Z,1975,1975-01-01,1975-12-31
16083839,NCD_BMI_18A,COUNTRY,ARG,YEAR,1976,SEX,BothSexes,,,,,,,3.0 [1.5-5.2],3.0,1.5,5.2,,2017-09-22T12:15:07Z,1976,1976-01-01,1976-12-31
16083840,NCD_BMI_18A,COUNTRY,ARG,YEAR,1977,SEX,BothSexes,,,,,,,2.9 [1.5-5.0],2.9,1.5,5.0,,2017-09-22T12:15:07Z,1977,1977-01-01,1977-12-31
16083841,NCD_BMI_18A,COUNTRY,ARG,YEAR,1978,SEX,BothSexes,,,,,,,2.8 [1.5-4.8],2.8,1.5,4.8,,2017-09-22T12:15:07Z,1978,1978-01-01,1978-12-31
16083842,NCD_BMI_18A,COUNTRY,ARG,YEAR,1979,SEX,BothSexes,,,,,,,2.7 [1.4-4.6],2.7,1.4,4.6,,2017-09-22T12:15:07Z,1979,1979-01-01,1979-12-31
16083843,NCD_BMI_18A,COUNTRY,ARG,YEAR,1980,SEX,BothSexes,,,,,,,2.6 [1.4-4.4],2.6,1.4,4.4,,2017-09-22T12:15:07Z,1980,1980-01-01,1980-12-31
16083844,NCD_BMI_18A,COUNTRY,ARG,YEAR,1981,SEX,BothSexes,,,,,,,2.5 [1.4-4.2],2.5,1.4,4.2,,2017-09-22T12:15:07Z,1981,1981-01-01,1981-12-31
16083845,NCD_BMI_18A,COUNTRY,ARG,YEAR,1982,SEX,BothSexes,,,,,,,2.5 [1.4-4.0],2.5,1.4,4.0,,2017-09-22T12:15:07Z,1982,1982-01-01,1982-12-31
16083846,NCD_BMI_18A,COUNTRY,ARG,YEAR,1983,SEX,BothSexes,,,,,,,2.4 [1.3-3.9],2.4,1.3,3.9,,2017-09-22T12:15:07Z,1983,1983-01-01,1983-12-31
16083847,NCD_BMI_18A,COUNTRY,ARG,YEAR,1984,SEX,BothSexes,,,,,,,2.3 [1.3-3.7],2.3,1.3,3.7,,2017-09-22T12:15:07Z,1984,1984-01-01,1984-12-31
16083848,NCD_BMI_18A,COUNTRY,ARG,YEAR,1985,SEX,BothSexes,,,,,,,2.3 [1.3-3.6],2.3,1.3,3.6,,2017-09-22T12:15:07Z,1985,1985-01-01,1985-12-31
16083849,NCD_BMI_18A,COUNTRY,ARG,YEAR,1986,SEX,BothSexes,,,,,,,2.2 [1.3-3.5],2.2,1.3,3.5,,2017-09-22T12:15:07Z,1986,1986-01-01,1986-12-31
16083850,NCD_BMI_18A,COUNTRY,ARG,YEAR,1987,SEX,BothSexes,,,,,,,2.1 [1.2-3.3],2.1,1.2,3.3,,2017-09-22T12:15:07Z,1987,1987-01-01,1987-12-31
16083851,NCD_BMI_18A,COUNTRY,ARG,YEAR,1988,SEX,BothSexes,,,,,,,2.1 [1.2-3.2],2.1,1.2,3.2,,2017-09-22T12:15:07Z,1988,1988-01-01,1988-12-31
16083852,NCD_BMI_18A,COUNTRY,ARG,YEAR,1989,SEX,BothSexes,,,,,,,2.0 [1.2-3.1],2.0,1.2,3.1,,2017-09-22T12:15:07Z,1989,1989-01-01,1989-12-31
16083853,NCD_BMI_18A,COUNTRY,ARG,YEAR,1990,SEX,BothSexes,,,,,,,2.0 [1.1-3.0],2.0,1.1,3.0,,2017-09-22T12:15:07Z,1990,1990-01-01,1990-12-31
16083854,NCD_BMI_18A,COUNTRY,ARG,YEAR,1991,SEX,BothSexes,,,,,,,1.9 [1.1-2.9],1.9,1.1,2.9,,2017-09-22T12:15:08Z,1991,1991-01-01,1991-12-31
16083855,NCD_BMI_18A,COUNTRY,ARG,YEAR,1992,SEX,BothSexes,,,,,,,1.8 [1.1-2.8],1.8,1.1,2.8,,2017-09-22T12:15:08Z,1992,1992-01-01,1992-12-31
16083856,NCD_BMI_18A,COUNTRY,ARG,YEAR,1993,SEX,BothSexes,,,,,,,1.8 [1.1-2.8],1.8,1.1,2.8,,2017-09-22T12:15:08Z,1993,1993-01-01,1993-12-31
16083857,NCD_BMI_18A,COUNTRY,ARG,YEAR,1994,SEX,BothSexes,,,,,,,1.7 [1.0-2.7],1.7,1.0,2.7,,2017-09-22T12:15:08Z,1994,1994-01-01,1994-12-31
16083858,NCD_BMI_18A,COUNTRY,ARG,YEAR,1995,SEX,BothSexes,,,,,,,1.7 [1.0-2.6],1.7,1.0,2.6,,2017-09-22T12:15:08Z,1995,1995-01-01,1995-12-31
16083859,NCD_BMI_18A,COUNTRY,ARG,YEAR,1996,SEX,BothSexes,,,,,,,1.6 [1.0-2.5],1.6,1.0,2.5,,2017-09-22T12:15:08Z,1996,1996-01-01,1996-12-31
16083860,NCD_BMI_18A,COUNTRY,ARG,YEAR,1997,SEX,BothSexes,,,,,,,1.6 [0.9-2.4],1.6,0.9,2.4,,2017-09-22T12:15:08Z,1997,1997-01-01,1997-12-31
16083861,NCD_BMI_18A,COUNTRY,ARG,YEAR,1998,SEX,BothSexes,,,,,,,1.5 [0.9-2.4],1.5,0.9,2.4,,2017-09-22T12:15:08Z,1998,1998-01-01,1998-12-31
16083862,NCD_BMI_18A,COUNTRY,ARG,YEAR,1999,SEX,BothSexes,,,,,,,1.5 [0.9-2.3],1.5,0.9,2.3,,2017-09-22T12:15:08Z,1999,1999-01-01,1999-12-31
16083863,NCD_BMI_18A,COUNTRY,ARG,YEAR,2000,SEX,BothSexes,,,,,,,1.5 [0.9-2.2],1.5,0.9,2.2,,2017-09-22T12:15:08Z,2000,2000-01-01,2000-12-31
16083864,NCD_BMI_18A,COUNTRY,ARG,YEAR,2001,SEX,BothSexes,,,,,,,1.4 [0.8-2.2],1.4,0.8,2.2,,2017-09-22T12:15:08Z,2001,2001-01-01,2001-12-31
16083865,NCD_BMI_18A,COUNTRY,ARG,YEAR,2002,SEX,BothSexes,,,,,,,1.4 [0.8-2.1],1.4,0.8,2.1,,2017-09-22T12:15:08Z,2002,2002-01-01,2002-12-31
16083866,NCD_BMI_18A,COUNTRY,ARG,YEAR,2003,SEX,BothSexes,,,,,,,1.3 [0.8-2.0],1.3,0.8,2.0,,2017-09-22T12:15:08Z,2003,2003-01-01,2003-12-31
16083867,NCD_BMI_18A,COUNTRY,ARG,YEAR,2004,SEX,BothSexes,,,,,,,1.3 [0.8-2.0],1.3,0.8,2.0,,2017-09-22T12:15:08Z,2004,2004-01-01,2004-12-31
16083868,NCD_BMI_18A,COUNTRY,ARG,YEAR,2005,SEX,BothSexes,,,,,,,1.2 [0.7-1.9],1.2,0.7,1.9,,2017-09-22T12:15:08Z,2005,2005-01-01,2005-12-31
16083869,NCD_BMI_18A,COUNTRY,ARG,YEAR,2006,SEX,BothSexes,,,,,,,1.2 [0.7-1.9],1.2,0.7,1.9,,2017-09-22T12:15:08Z,2006,2006-01-01,2006-12-31
16083870,NCD_BMI_18A,COUNTRY,ARG,YEAR,2007,SEX,BothSexes,,,,,,,1.2 [0.7-1.8],1.2,0.7,1.8,,2017-09-22T12:15:08Z,2007,2007-01-01,2007-12-31
16083871,NCD_BMI_18A,COUNTRY,ARG,YEAR,2008,SEX,BothSexes,,,,,,,1.1 [0.7-1.8],1.1,0.7,1.8,,2017-09-22T12:15:08Z,2008,2008-01-01,2008-12-31
16083872,NCD_BMI_18A,COUNTRY,ARG,YEAR,2009,SEX,BothSexes,,,,,,,1.1 [0.6-1.7],1.1,0.6,1.7,,2017-09-22T12:15:08Z,2009,2009-01-01,2009-12-31
16083873,NCD_BMI_18A,COUNTRY,ARG,YEAR,2010,SEX,BothSexes,,,,,,,1.1 [0.6-1.7],1.1,0.6,1.7,,2017-09-22T12:15:09Z,2010,2010-01-01,2010-12-31
16083874,NCD_BMI_18A,COUNTRY,ARG,YEAR,2011,SEX,BothSexes,,,,,,,1.0 [0.6-1.7],1.0,0.6,1.7,,2017-09-22T12:15:09Z,2011,2011-01-01,2011-12-31
16083875,NCD_BMI_18A,COUNTRY,ARG,YEAR,2012,SEX,BothSexes,,,,,,,1.0 [0.6-1.6],1.0,0.6,1.6,,2017-09-22T12:15:09Z,2012,2012-01-01,2012-12-31
16083876,NCD_BMI_18A,COUNTRY,ARG,YEAR,2013,SEX,BothSexes,,,,,,,1.0 [0.5-1.6],1.0,0.5,1.6,,2017-09-22T12:15:09Z,2013,2013-01-01,2013-12-31
16083877,NCD_BMI_18A,COUNTRY,ARG,YEAR,2014,SEX,BothSexes,,,,,,,1.0 [0.5-1.6],1.0,0.5,1.6,,2017-09-22T12:15:09Z,2014,2014-01-01,2014-12-31
16083878,NCD_BMI_18A,COUNTRY,ARG,YEAR,2015,SEX,BothSexes,,,,,,,0.9 [0.5-1.6],0.9,0.5,1.6,,2017-09-22T12:15:09Z,2015,2015-01-01,2015-12-31
16083879,NCD_BMI_18A,COUNTRY,ARG,YEAR,2016,SEX,BothSexes,,,,,,,0.9 [0.4-1.6],0.9,0.4,1.6,,2017-09-22T12:15:09Z,2016,2016-01-01,2016-12-31
16083880,NCD_BMI_18A,COUNTRY,ARM,YEAR,1975,SEX,BothSexes,,,,,,,6.3 [3.0-11.3],6.3,3.0,11.3,,2017-09-22T12:15:09Z,1975,1975-01-01,1975-12-31
16083881,NCD_BMI_18A,COUNTRY,ARM,YEAR,1976,SEX,BothSexes,,,,,,,6.1 [3.0-10.8],6.1,3.0,10.8,,2017-09-22T12:15:09Z,1976,1976-01-01,1976-12-31
16083882,NCD_BMI_18A,COUNTRY,ARM,YEAR,1977,SEX,BothSexes,,,,,,,5.9 [2.9-10.5],5.9,2.9,10.5,,2017-09-22T12:15:09Z,1977,1977-01-01,1977-12-31
